datetime,RH,tempC,SampleNumber,DIY_CH4,LGR_CH4,LGR_CO2,LGR_CH4d,LGR_CO2d
2023-07-28T10:50:28Z,51.93,27.33,46,0.7847443858089802,2.0532,426.766,2.09727,435.926
2023-07-28T10:50:30Z,52,27.33,47,0.7908027479400497,2.05445,429.348,2.09921,438.702
2023-07-28T10:50:32Z,52.07,27.3,48,0.8072178836583523,2.05485,428.356,2.0994,437.644
2023-07-28T10:50:34Z,52.16,27.31,49,0.7625540264107373,2.05516,423.774,2.0996,432.939
2023-07-28T10:50:36Z,52.23,27.32,50,0.7649064074094705,2.05883,429.424,2.1036,438.762
2023-07-28T10:50:38Z,52.32,27.32,51,0.7676039756553736,2.0592,426.475,2.10412,435.777
2023-07-28T10:50:40Z,52.4,27.34,52,0.7950259389141534,2.06039,431.689,2.10527,441.093
2023-07-28T10:50:42Z,52.46,27.33,53,0.805305518,2.06092,434.595,2.10596,444.093
2023-07-28T10:50:44Z,52.52,27.32,54,0.831469277,2.06596,427.562,2.11129,436.943
2023-07-28T10:50:46Z,52.6,27.32,55,0.8211539800142722,2.06561,430.349,2.11098,439.801
2023-07-28T10:50:48Z,52.66,27.36,56,0.8134740515873018,2.06872,433.329,2.1142,442.856
2023-07-28T10:50:50Z,52.75,27.34,57,0.8387213765279578,2.06884,421.516,2.11402,430.721
2023-07-28T10:50:52Z,52.8,27.35,58,0.8435712109881743,2.07249,422.955,2.11792,432.226
2023-07-28T10:50:54Z,52.85,27.34,59,0.8107812703815798,2.07149,427.604,2.11721,437.041
2023-07-28T10:50:56Z,52.92,27.35,60,0.8130527086580459,2.07158,424.537,2.11721,433.888
2023-07-28T10:50:58Z,53.01,27.36,61,0.7977181474229997,2.07577,424.492,2.1216,433.864
2023-07-28T10:51:00Z,53.04,27.36,62,0.8532139415451185,2.07599,425.821,2.12171,435.2
2023-07-28T10:51:02Z,53.11,27.37,63,0.8705063090683849,2.07846,434.811,2.12436,444.412
2023-07-28T10:51:04Z,53.19,27.36,64,0.8639697805166646,2.07807,429.868,2.12388,439.343
2023-07-28T10:51:06Z,53.26,27.38,65,0.8766455834939171,2.07634,432.143,2.12229,441.707
2023-07-28T10:51:08Z,53.26,27.39,66,0.8878980684143682,2.08032,429.361,2.1266,438.912
2023-07-28T10:51:10Z,53.38,27.4,67,0.8836119594960286,2.07949,431.431,2.12589,441.056
2023-07-28T10:51:12Z,53.43,27.38,68,0.8990529966070389,2.0835,429.971,2.13009,439.586
2023-07-28T10:51:14Z,53.48,27.37,69,0.8671011808926545,2.08501,429.951,2.1314,439.517
2023-07-28T10:51:16Z,53.54,27.4,70,0.8479259112714344,2.08659,426.905,2.13288,436.376
2023-07-28T10:51:18Z,53.59,27.39,71,0.8603163260835105,2.08821,425.672,2.135,435.209
2023-07-28T10:51:20Z,53.65,27.44,72,0.8927333281531054,2.09107,424.918,2.13787,434.428
2023-07-28T10:51:22Z,53.7,27.41,73,0.9120378679058758,2.09159,429.385,2.13873,439.062
2023-07-28T10:51:24Z,53.74,27.42,74,0.9331178652417291,2.09459,428.316,2.14161,437.931
2023-07-28T10:51:26Z,53.77,27.42,75,0.9292257787176288,2.09469,437.731,2.14182,447.58
2023-07-28T10:51:28Z,53.83,27.43,76,0.9326409993373295,2.09506,428.964,2.14211,438.599
2023-07-28T10:51:30Z,53.88,27.43,77,0.926156826,2.09896,427.707,2.14611,437.316
2023-07-28T10:51:32Z,53.93,27.45,78,0.9412423871251319,2.09831,428.496,2.14545,438.123
2023-07-28T10:51:34Z,53.99,27.45,79,0.904189408,2.10107,435.395,2.14838,445.199
2023-07-28T10:51:36Z,54,27.45,80,0.9171253925491767,2.10013,431.116,2.14775,440.89
2023-07-28T10:51:38Z,54.08,27.49,81,0.9063042481825709,2.10408,430.269,2.15132,439.928
2023-07-28T10:51:40Z,54.12,27.48,82,0.9643090362355737,2.10323,432.988,2.15096,442.814
2023-07-28T10:51:42Z,54.2,27.49,83,0.9650508259136261,2.10465,430.856,2.15219,440.587
2023-07-28T10:51:44Z,54.21,27.5,84,0.974894745,2.10605,426.754,2.154,436.471
2023-07-28T10:51:46Z,54.25,27.47,85,0.9813951783635799,2.10818,436.766,2.15644,446.764
2023-07-28T10:51:48Z,54.29,27.51,86,0.9898678351116237,2.10784,429.849,2.15582,439.634
2023-07-28T10:51:50Z,54.31,27.53,87,0.9794333659096699,2.10965,430.044,2.15803,439.906
2023-07-28T10:51:52Z,54.35,27.53,88,0.9892573878695226,2.11084,426.572,2.15904,436.314
2023-07-28T10:51:54Z,54.39,27.5,89,0.9514819378028099,2.11349,435.466,2.16189,445.437
2023-07-28T10:51:56Z,54.45,27.54,90,0.9572874837092611,2.11374,427.45,2.16208,437.226
2023-07-28T10:51:58Z,54.47,27.54,91,0.9696976347231301,2.11437,431.627,2.16278,441.507
2023-07-28T10:52:00Z,54.53,27.56,92,1.028397235192343,2.1137,431.886,2.16205,441.767
2023-07-28T10:52:02Z,54.6,27.55,93,1.0081360997572935,2.11521,427.41,2.16336,437.14
2023-07-28T10:52:04Z,54.61,27.56,94,1.0321854692110977,2.11571,429.458,2.16403,439.267
2023-07-28T10:52:06Z,54.65,27.58,95,1.0340944634728055,2.11788,429.32,2.16662,439.201
2023-07-28T10:52:08Z,54.67,27.59,96,1.0425669521841803,2.11668,428.211,2.16524,438.035
2023-07-28T10:52:10Z,54.73,27.6,97,1.0457851483106309,2.11609,429.158,2.16483,439.041
2023-07-28T10:52:12Z,54.74,27.63,98,1.0175545675079212,2.12229,428.241,2.17106,438.082
2023-07-28T10:52:14Z,54.76,27.6,99,1.0117871124869398,2.12255,430.988,2.17179,440.985
2023-07-28T10:52:16Z,54.83,27.61,100,1.0287121806396504,2.12233,429.148,2.1712,439.03
2023-07-28T10:52:18Z,54.82,27.64,101,1.0323559896565024,2.12383,433.622,2.17303,443.668
2023-07-28T10:52:20Z,54.88,27.64,102,1.069584354687227,2.12583,431.614,2.17502,441.601
2023-07-28T10:52:22Z,54.9,27.63,103,1.0709393082887173,2.12834,424.571,2.17738,434.352
2023-07-28T10:52:24Z,54.92,27.65,104,1.0745900535822974,2.13031,424.02,2.17951,433.814
2023-07-28T10:52:26Z,54.95,27.66,105,1.0816963275659246,2.13164,432.528,2.18086,442.515
2023-07-28T10:52:28Z,55.01,27.68,106,1.095888212735244,2.1323,428.802,2.18188,438.773
2023-07-28T10:52:30Z,55.01,27.7,107,1.0878768775695695,2.13172,427.03,2.18074,436.85
2023-07-28T10:52:32Z,55.03,27.7,108,1.0994914418235835,2.13311,425.614,2.18247,435.462
2023-07-28T10:52:34Z,55.06,27.7,109,1.0662542046876178,2.13528,426.715,2.18486,436.623
2023-07-28T10:52:36Z,55.09,27.71,110,1.0583057524024486,2.13356,427.735,2.18311,437.67
2023-07-28T10:52:38Z,55.15,27.71,111,1.0654205144657416,2.13349,424.966,2.18308,434.842
2023-07-28T10:52:40Z,55.14,27.73,112,1.103000530854131,2.13827,432.884,2.188,442.952
2023-07-28T10:52:42Z,55.17,27.74,113,1.1243056344546618,2.1358,432.192,2.18578,442.306
2023-07-28T10:52:44Z,55.16,27.77,114,1.1285830708960622,2.14188,426.106,2.19199,436.076
2023-07-28T10:52:46Z,55.2,27.74,115,1.1504527907269688,2.14116,425.449,2.19113,435.378
2023-07-28T10:52:48Z,55.25,27.76,116,1.1357345454765069,2.14445,431.772,2.19458,441.866
2023-07-28T10:52:50Z,55.27,27.79,117,1.1502561952076826,2.14578,426.773,2.1964,436.84
2023-07-28T10:52:52Z,55.28,27.8,118,1.130624493173852,2.14709,426.167,2.19745,436.162
2023-07-28T10:52:54Z,55.26,27.77,119,1.1303670547589446,2.14887,436.26,2.1993,446.499
2023-07-28T10:52:56Z,55.32,27.81,120,1.1212713439772317,2.1511,432.517,2.20157,442.665
2023-07-28T10:52:58Z,55.32,27.8,121,1.1253168263792235,2.15181,423.424,2.20218,433.335
2023-07-28T10:53:00Z,55.36,27.8,122,1.1936943231507113,2.1535,425.937,2.20419,435.961
2023-07-28T10:53:02Z,55.37,27.83,123,1.1952147022283883,2.15652,422.496,2.20705,432.397
2023-07-28T10:53:04Z,55.38,27.84,124,1.189801770298284,2.155,433.285,2.20562,443.462
2023-07-28T10:53:06Z,55.42,27.84,125,1.1995302296818275,2.15399,434.671,2.20473,444.909
2023-07-28T10:53:08Z,55.4,27.84,126,1.2172889803996716,2.15473,424.69,2.20529,434.655
2023-07-28T10:53:10Z,55.41,27.87,127,1.2036875731527816,2.15987,426.735,2.21086,436.809
2023-07-28T10:53:12Z,55.4,27.88,128,1.2152210061336062,2.15851,430.474,2.20963,440.67
2023-07-28T10:53:14Z,55.41,27.87,129,1.1886208426448581,2.16116,425.287,2.21243,435.377
2023-07-28T10:53:16Z,55.38,27.88,130,1.1885507656741074,2.16258,427.103,2.21402,437.262
2023-07-28T10:53:18Z,55.45,27.9,131,1.1860757736020675,2.16534,428.475,2.21671,438.64
2023-07-28T10:53:20Z,55.48,27.92,132,1.2333279163935709,2.16411,426.278,2.21554,436.408
2023-07-28T10:53:22Z,55.47,27.89,133,1.261306239051911,2.16633,425.94,2.21783,436.068
2023-07-28T10:53:24Z,55.47,27.95,134,1.2366307130868721,2.16902,433.762,2.2207,444.097
2023-07-28T10:53:26Z,55.51,27.93,135,1.2545609059444631,2.16946,425.329,2.22093,435.42
2023-07-28T10:53:28Z,55.5,27.95,136,1.277867953852815,2.17119,429.176,2.2225799999999998,439.335
2023-07-28T10:53:30Z,55.51,27.99,137,1.2449276036258423,2.17294,424.519,2.22418,434.529
2023-07-28T10:53:32Z,55.5,27.98,138,1.265484673522976,2.17767,422.897,2.22954,432.97
2023-07-28T10:53:34Z,55.52,27.98,139,1.2326297329836224,2.17493,425.336,2.22663,435.446
2023-07-28T10:53:36Z,55.55,27.97,140,1.2477785162245665,2.1763,428.05,2.22806,438.23
2023-07-28T10:53:38Z,55.53,27.99,141,1.2573068397883782,2.17727,430.104,2.22905,440.334
2023-07-28T10:53:40Z,55.55,28,142,1.3100752949559267,2.17809,428.074,2.22997,438.27
2023-07-28T10:53:42Z,55.54,28.02,143,1.3031355580085249,2.1769,430.062,2.22896,440.346
2023-07-28T10:53:44Z,55.56,28.05,144,1.302283508943133,2.17829,429.481,2.23049,439.774
2023-07-28T10:53:46Z,55.58,28.02,145,1.3120257408962095,2.17966,425.499,2.23165,435.649
2023-07-28T10:53:48Z,55.58,28.04,146,1.3188318497644742,2.18211,425.682,2.23439,435.883
2023-07-28T10:53:50Z,55.58,28.05,147,1.3297924279041409,2.18249,432.927,2.2348,443.305
2023-07-28T10:53:52Z,55.58,28.08,148,1.3173041760321373,2.18325,423.258,2.23543,433.375
2023-07-28T10:53:54Z,55.59,28.08,149,1.2857560447492302,2.18755,431.478,2.23999,441.82
2023-07-28T10:53:56Z,55.61,28.07,150,1.3022824745088455,2.18731,422.389,2.23964,432.495
2023-07-28T10:53:58Z,55.62,28.1,151,1.3035379892132246,2.18751,426.985,2.23997,437.225
2023-07-28T10:54:00Z,55.6,28.11,152,1.3466187448956068,2.19047,424.854,2.24274,434.993
2023-07-28T10:54:02Z,55.62,28.11,153,1.359013317979282,2.19096,427.376,2.24332,437.588
2023-07-28T10:54:04Z,55.67,28.12,154,1.363120246916803,2.19011,427.429,2.24265,437.682
2023-07-28T10:54:06Z,55.61,28.12,155,1.371332445,2.19305,429.53,2.24555,439.814
2023-07-28T10:54:08Z,55.63,28.15,156,1.3703602083788953,2.19271,421.804,2.24514,431.891
2023-07-28T10:54:10Z,55.67,28.19,157,1.3632202218651903,2.19339,426.118,2.24623,436.385
2023-07-28T10:54:12Z,55.66,28.17,158,1.3729861350815904,2.19532,422.676,2.24799,432.817
2023-07-28T10:54:14Z,55.64,28.17,159,1.3462874325563314,2.19335,427.798,2.24621,438.106
2023-07-28T10:54:16Z,55.62,28.17,160,1.3490251501964918,2.1946,429.463,2.24767,439.85
2023-07-28T10:54:18Z,55.65,28.19,161,1.350851653656263,2.19602,425.369,2.24933,435.695
2023-07-28T10:54:20Z,55.65,28.19,162,1.381087752525132,2.19799,424.311,2.25096,434.537
2023-07-28T10:54:22Z,55.68,28.19,163,1.4215997442393293,2.19775,419.851,2.25063,429.953
2023-07-28T10:54:24Z,55.61,28.2,164,1.4270360489663583,2.20131,428.178,2.25442,438.509
2023-07-28T10:54:26Z,55.62,28.23,165,1.4281570116830649,2.20249,431.075,2.25577,441.505
2023-07-28T10:54:28Z,55.65,28.24,166,1.4349467826063362,2.20284,421.532,2.25608,431.72
2023-07-28T10:54:30Z,55.66,28.24,167,1.4335640959460845,2.20462,423.963,2.25802,434.232
2023-07-28T10:54:32Z,55.65,28.25,168,1.43071839,2.20476,426.529,2.2582,436.867
2023-07-28T10:54:34Z,55.68,28.28,169,1.3987597951277335,2.20598,425.369,2.25929,435.648
2023-07-28T10:54:36Z,55.67,28.3,170,1.3916981805433446,2.20816,425.465,2.26156,435.754
2023-07-28T10:54:38Z,55.67,28.29,171,1.395918908343563,2.20872,428.532,2.262,438.868
2023-07-28T10:54:40Z,55.68,28.31,172,1.445820791475657,2.21094,424.251,2.26419,434.468
2023-07-28T10:54:42Z,55.66,28.31,173,1.4485960269033553,2.20744,422.285,2.26058,432.449
2023-07-28T10:54:44Z,55.65,28.31,174,1.4499840302300102,2.2102,426.595,2.26369,436.921
2023-07-28T10:54:46Z,55.66,28.32,175,1.473883917,2.21008,422.559,2.26364,432.8
2023-07-28T10:54:48Z,55.69,28.35,176,1.4569529207970247,2.21105,428.082,2.26456,438.441
2023-07-28T10:54:50Z,55.67,28.36,177,1.4706405717422024,2.21253,424.399,2.266,434.656
2023-07-28T10:54:52Z,55.64,28.36,178,1.4748206787834226,2.21444,427.019,2.26818,437.382
2023-07-28T10:54:54Z,55.67,28.38,179,1.4326426021899552,2.21407,419.091,2.26759,429.222
2023-07-28T10:54:56Z,55.66,28.38,180,1.4340320353982277,2.21572,426.347,2.26944,436.684
2023-07-28T10:54:58Z,55.68,28.4,181,1.4370886745198197,2.21882,422.667,2.2727,432.932
2023-07-28T10:55:00Z,55.69,28.41,182,1.4912257727343148,2.21919,428.009,2.27308,438.403
2023-07-28T10:55:02Z,55.64,28.4,183,1.502490560355386,2.21954,424.892,2.27342,435.206
2023-07-28T10:55:04Z,55.67,28.42,184,1.5049221150151189,2.22113,423.148,2.27499,433.409
2023-07-28T10:55:06Z,55.66,28.43,185,1.5172257274509855,2.2234,419.861,2.27726,430.033
2023-07-28T10:55:08Z,55.65,28.44,186,1.514345592,2.22504,424.699,2.27925,435.047
2023-07-28T10:55:10Z,55.66,28.45,187,1.5086610699545373,2.22473,425.888,2.27872,436.222
2023-07-28T10:55:12Z,55.67,28.48,188,1.5095775116926236,2.22402,420.369,2.27782,430.538
2023-07-28T10:55:14Z,55.64,28.48,189,1.4683228561042396,2.22746,428.758,2.28158,439.176
2023-07-28T10:55:16Z,55.6,28.46,190,1.5127973304368547,2.22722,424.778,2.28141,435.112
2023-07-28T10:55:18Z,55.69,28.49,191,1.4873314847689612,2.22763,431.6,2.28194,442.123
2023-07-28T10:55:20Z,55.64,28.46,192,1.5519589171576387,2.22659,429.243,2.28074,439.682
2023-07-28T10:55:22Z,55.63,28.5,193,1.536176809878575,2.22951,421.057,2.28387,431.324
2023-07-28T10:55:24Z,55.61,28.5,194,1.5541925269604393,2.22935,430.231,2.28394,440.766
2023-07-28T10:55:26Z,55.62,28.51,195,1.563682568095996,2.22963,416.838,2.28391,426.985
2023-07-28T10:55:28Z,55.65,28.53,196,1.565229877685261,2.23292,429.809,2.28745,440.307
2023-07-28T10:55:28Z,55.65,28.53,196,1.565229877685261,2.23345,421.478,2.28794,431.761
2023-07-28T10:55:30Z,55.64,28.54,197,1.5479367654547245,2.23493,426.93,2.28948,437.35
2023-07-28T10:55:32Z,55.63,28.56,198,1.5703180717048868,2.23649,418.776,2.29088,428.959
2023-07-28T10:55:34Z,55.58,28.55,199,1.5369180006969865,2.24003,428.508,2.29483,438.99
2023-07-28T10:55:36Z,55.62,28.58,200,1.5335377663608787,2.23776,425.274,2.29248,435.674
2023-07-28T10:55:38Z,55.59,28.58,201,1.5377755032459275,2.23977,422.707,2.29442,433.019
2023-07-28T10:55:40Z,55.6,28.59,202,1.5920236053371246,2.24376,431.148,2.29844,441.656
2023-07-28T10:55:42Z,55.63,28.59,203,1.5877644625228369,2.24248,431.07,2.2972,441.588
2023-07-28T10:55:44Z,55.59,28.61,204,1.5847902039708286,2.24012,424.816,2.29483,435.191
2023-07-28T10:55:46Z,55.58,28.6,205,1.6201869576625176,2.24243,424.827,2.29703,435.172
2023-07-28T10:55:48Z,55.57,28.61,206,1.6172735075690694,2.24338,425.143,2.29799,435.492
2023-07-28T10:55:50Z,55.57,28.63,207,1.6085990422709644,2.2432,424.496,2.29824,434.911
2023-07-28T10:55:52Z,55.58,28.66,208,1.6093753913533382,2.24414,427.761,2.29856,438.134
2023-07-28T10:55:54Z,55.55,28.64,209,1.5774959340451966,2.24416,424.624,2.29905,435.01
2023-07-28T10:55:56Z,55.56,28.66,210,1.5818144700413557,2.24766,425.254,2.30279,435.684
2023-07-28T10:55:58Z,55.55,28.66,211,1.598439817778888,2.24707,428.928,2.30237,439.484
2023-07-28T10:56:00Z,55.52,28.67,212,1.6432586106023814,2.2499,426.084,2.30481,436.483
2023-07-28T10:56:02Z,55.55,28.68,213,1.6346141719436789,2.24973,424.812,2.30475,435.2
2023-07-28T10:56:04Z,55.53,28.7,214,1.644004473446187,2.25064,433.044,2.30586,443.67
2023-07-28T10:56:06Z,55.55,28.69,215,1.6454962715128252,2.25518,418.445,2.31017,428.649
2023-07-28T10:56:08Z,55.56,28.7,216,1.6549455298335003,2.25321,426.003,2.30826,436.412
2023-07-28T10:56:10Z,55.54,28.73,217,1.644728582838801,2.25554,420.881,2.31082,431.196
2023-07-28T10:56:12Z,55.51,28.74,218,1.659908535850767,2.25752,427.562,2.31281,438.033
2023-07-28T10:56:14Z,55.5,28.71,219,1.628715939469127,2.25791,420.185,2.31294,430.426
2023-07-28T10:56:16Z,55.55,28.75,220,1.6041630151590072,2.26142,429.174,2.31689,439.702
2023-07-28T10:56:18Z,55.5,28.76,221,1.6221713022963202,2.2603,423.875,2.31554,434.235
2023-07-28T10:56:20Z,55.53,28.78,222,1.6539935541035726,2.25953,416.519,2.31435,426.624
2023-07-28T10:56:22Z,55.48,28.76,223,1.6851837482659944,2.25926,427.764,2.31439,438.202
2023-07-28T10:56:24Z,55.51,28.79,224,1.6677320307145278,2.26086,429.78,2.31621,440.302
2023-07-28T10:56:26Z,55.5,28.78,225,1.6888001753855564,2.26133,424.086,2.31684,434.496
2023-07-28T10:56:28Z,55.48,28.81,226,1.6785424242706855,2.26129,426.084,2.31642,436.473
2023-07-28T10:56:30Z,55.48,28.8,227,1.6981793882805176,2.26474,426.842,2.32059,437.368
2023-07-28T10:56:32Z,55.46,28.83,228,1.6879114794324606,2.26601,423.112,2.32135,433.445
2023-07-28T10:56:34Z,55.47,28.82,229,1.6603710427799525,2.26795,422.128,2.32325,432.42
2023-07-28T10:56:36Z,55.48,28.82,230,1.658929709854294,2.26799,420.006,2.32332,430.253
2023-07-28T10:56:38Z,55.45,28.84,231,1.6697330352227722,2.26966,426.822,2.32524,437.274
2023-07-28T10:56:40Z,55.49,28.85,232,1.7197519646052362,2.2717,426.612,2.32728,437.05
2023-07-28T10:56:42Z,55.45,28.87,233,1.7167525379149735,2.27104,419.992,2.32609,430.173
2023-07-28T10:56:44Z,55.44,28.89,234,1.709403061629554,2.27346,427.47,2.3292,437.951
2023-07-28T10:56:46Z,55.44,28.87,235,1.733475486415185,2.27443,423.028,2.32993,433.351
2023-07-28T10:56:48Z,55.45,28.9,236,1.7188042404380317,2.27555,424.823,2.33132,435.235
2023-07-28T10:56:50Z,55.4,28.93,237,1.7128585613232916,2.27932,425.256,2.33528,435.695
2023-07-28T10:56:52Z,55.42,28.93,238,1.7244001670495832,2.27684,426.462,2.33272,436.928
2023-07-28T10:56:54Z,55.37,28.9,239,1.6999146892683212,2.27724,425.064,2.33288,435.45
2023-07-28T10:56:56Z,55.39,28.91,240,1.7078643538794447,2.27578,424.051,2.33147,434.426
2023-07-28T10:56:58Z,55.37,28.93,241,1.7172227612297748,2.27893,431.545,2.33478,442.121
2023-07-28T10:57:00Z,55.36,28.93,242,1.763702567290328,2.28017,431.468,2.33607,442.046
2023-07-28T10:57:02Z,55.39,28.92,243,1.7637420880970671,2.28249,428.166,2.33855,438.681
2023-07-28T10:57:04Z,55.4,28.96,244,1.7598739581808642,2.28323,425.513,2.33928,435.959
2023-07-28T10:57:06Z,55.32,28.94,245,1.765127768,2.28553,425.55,2.34167,436.004
2023-07-28T10:57:08Z,55.36,28.99,246,1.7669210155472124,2.28706,428.357,2.34303,438.841
2023-07-28T10:57:10Z,55.37,28.99,247,1.765456575833812,2.28597,427.754,2.34207,438.25
2023-07-28T10:57:12Z,55.35,29.02,248,1.7550977613012106,2.28739,422.572,2.34352,432.941
2023-07-28T10:57:14Z,55.31,29.01,249,1.7356532224579793,2.29291,422.4,2.34922,432.773
2023-07-28T10:57:16Z,55.31,29.01,250,1.7356532224579793,2.29225,429.536,2.34841,440.059
2023-07-28T10:57:18Z,55.27,29.01,251,1.7567751099106852,2.29114,427.14,2.34737,437.623
2023-07-28T10:57:20Z,55.29,29.02,252,1.7944737773452415,2.29438,425.881,2.35063,436.323
2023-07-28T10:57:22Z,55.28,29.03,253,1.806809563918791,2.29502,424.138,2.3509,434.465
2023-07-28T10:57:24Z,55.31,29.03,254,1.7870936024070962,2.29606,426.922,2.35199,437.323
2023-07-28T10:57:26Z,55.28,29.03,255,1.806809563918791,2.29284,421.04,2.34883,431.321
2023-07-28T10:57:28Z,55.29,29.09,256,1.7931467639272887,2.29764,428.253,2.35401,438.759
2023-07-28T10:57:30Z,55.24,29.07,257,1.8094174671848657,2.29636,425.998,2.35258,436.427
2023-07-28T10:57:32Z,55.27,29.05,258,1.8138933095966197,2.29371,424.993,2.34976,435.379
2023-07-28T10:57:34Z,55.27,29.09,259,1.751081470713122,2.30002,426.253,2.35655,436.729
2023-07-28T10:57:36Z,55.28,29.1,260,1.7756994560345403,2.30115,427.866,2.35756,438.355
2023-07-28T10:57:38Z,55.25,29.11,261,1.775674537,2.30036,423.904,2.35693,434.328
2023-07-28T10:57:40Z,55.26,29.1,262,1.823717919642621,2.30337,422.215,2.3599,432.577
2023-07-28T10:57:42Z,55.23,29.11,263,1.8390113955379794,2.30491,425.531,2.36159,435.997
2023-07-28T10:57:44Z,55.25,29.13,264,1.8271199322232201,2.30598,431.103,2.3626,441.689
2023-07-28T10:57:46Z,55.24,29.14,265,1.8241363271626456,2.30892,425.229,2.36559,435.665
2023-07-28T10:57:48Z,55.21,29.13,266,1.8475586711873353,2.30939,430.611,2.36575,441.121
2023-07-28T10:57:50Z,55.18,29.14,267,1.8475402477906249,2.31378,427.014,2.37052,437.485
